"","date","series_id","value","realtime_start","realtime_end"
"324",2003-05-01,"GS2",1.42,2021-02-24,2021-02-24
"325",2003-06-01,"GS2",1.23,2021-02-24,2021-02-24
"326",2003-07-01,"GS2",1.47,2021-02-24,2021-02-24
"327",2003-08-01,"GS2",1.86,2021-02-24,2021-02-24
"328",2003-09-01,"GS2",1.71,2021-02-24,2021-02-24
"329",2003-10-01,"GS2",1.75,2021-02-24,2021-02-24
"330",2003-11-01,"GS2",1.93,2021-02-24,2021-02-24
"331",2003-12-01,"GS2",1.91,2021-02-24,2021-02-24
"332",2004-01-01,"GS2",1.76,2021-02-24,2021-02-24
"333",2004-02-01,"GS2",1.74,2021-02-24,2021-02-24
"334",2004-03-01,"GS2",1.58,2021-02-24,2021-02-24
"335",2004-04-01,"GS2",2.07,2021-02-24,2021-02-24
"336",2004-05-01,"GS2",2.53,2021-02-24,2021-02-24
"337",2004-06-01,"GS2",2.76,2021-02-24,2021-02-24
"338",2004-07-01,"GS2",2.64,2021-02-24,2021-02-24
"339",2004-08-01,"GS2",2.51,2021-02-24,2021-02-24
"340",2004-09-01,"GS2",2.53,2021-02-24,2021-02-24
"341",2004-10-01,"GS2",2.58,2021-02-24,2021-02-24
"342",2004-11-01,"GS2",2.85,2021-02-24,2021-02-24
"343",2004-12-01,"GS2",3.01,2021-02-24,2021-02-24
"344",2005-01-01,"GS2",3.22,2021-02-24,2021-02-24
"345",2005-02-01,"GS2",3.38,2021-02-24,2021-02-24
"346",2005-03-01,"GS2",3.73,2021-02-24,2021-02-24
"347",2005-04-01,"GS2",3.65,2021-02-24,2021-02-24
"348",2005-05-01,"GS2",3.64,2021-02-24,2021-02-24
"349",2005-06-01,"GS2",3.64,2021-02-24,2021-02-24
"350",2005-07-01,"GS2",3.87,2021-02-24,2021-02-24
"351",2005-08-01,"GS2",4.04,2021-02-24,2021-02-24
"352",2005-09-01,"GS2",3.95,2021-02-24,2021-02-24
"353",2005-10-01,"GS2",4.27,2021-02-24,2021-02-24
"354",2005-11-01,"GS2",4.42,2021-02-24,2021-02-24
"355",2005-12-01,"GS2",4.4,2021-02-24,2021-02-24
"356",2006-01-01,"GS2",4.4,2021-02-24,2021-02-24
"357",2006-02-01,"GS2",4.67,2021-02-24,2021-02-24
"358",2006-03-01,"GS2",4.73,2021-02-24,2021-02-24
"359",2006-04-01,"GS2",4.89,2021-02-24,2021-02-24
"360",2006-05-01,"GS2",4.97,2021-02-24,2021-02-24
"361",2006-06-01,"GS2",5.12,2021-02-24,2021-02-24
"362",2006-07-01,"GS2",5.12,2021-02-24,2021-02-24
"363",2006-08-01,"GS2",4.9,2021-02-24,2021-02-24
"364",2006-09-01,"GS2",4.77,2021-02-24,2021-02-24
"365",2006-10-01,"GS2",4.8,2021-02-24,2021-02-24
"366",2006-11-01,"GS2",4.74,2021-02-24,2021-02-24
"367",2006-12-01,"GS2",4.67,2021-02-24,2021-02-24
"368",2007-01-01,"GS2",4.88,2021-02-24,2021-02-24
"369",2007-02-01,"GS2",4.85,2021-02-24,2021-02-24
"370",2007-03-01,"GS2",4.57,2021-02-24,2021-02-24
"371",2007-04-01,"GS2",4.67,2021-02-24,2021-02-24
"372",2007-05-01,"GS2",4.77,2021-02-24,2021-02-24
"373",2007-06-01,"GS2",4.98,2021-02-24,2021-02-24
"374",2007-07-01,"GS2",4.82,2021-02-24,2021-02-24
"375",2007-08-01,"GS2",4.31,2021-02-24,2021-02-24
"376",2007-09-01,"GS2",4.01,2021-02-24,2021-02-24
"377",2007-10-01,"GS2",3.97,2021-02-24,2021-02-24
"378",2007-11-01,"GS2",3.34,2021-02-24,2021-02-24
"379",2007-12-01,"GS2",3.12,2021-02-24,2021-02-24
"380",2008-01-01,"GS2",2.48,2021-02-24,2021-02-24
"381",2008-02-01,"GS2",1.97,2021-02-24,2021-02-24
